"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","contrast"
"1",65.4663051580058,1.15485381156053,0.114828656783702,4.96297115024918,6.94228973732723e-07,1.46895544989588e-05,"Pocillopora_acuta_KBHIv2___RNAseq.g9083.t2","Up.Group3_v_Group2"
"2",79.6170319236364,1.13077165268423,0.162521800826529,3.35837499453783,0.000784021734345435,0.0120651102218665,"Pocillopora_acuta_KBHIv2___TS.g1143.t1","Up.Group3_v_Group2"
"3",32.3302760404728,2.2409383236379,0.232548014005866,7.12100608554315,1.07142060585042e-12,3.48780766453945e-11,"Pocillopora_acuta_KBHIv2___TS.g25302.t1","Up.Group3_v_Group2"
"4",16.7561774446412,1.78081645218054,0.187985309357871,6.36142236616382,1.99893935796671e-10,5.64851321915743e-09,"Pocillopora_acuta_KBHIv2___RNAseq.15063_t","Up.Group3_v_Group2"
"5",161.664683803256,0.929379579917786,0.0807558651146988,4.26491721322592,1.99976336332359e-05,0.000365676893206929,"Pocillopora_acuta_KBHIv2___RNAseq.22648_t","Up.Group3_v_Group2"
"6",30.7865650896973,4.62175215386598,0.222003154298465,18.1834788154302,6.9764436107216e-74,1.63156985180218e-71,"Pocillopora_acuta_KBHIv2___RNAseq.g5169.t1","Up.Group3_v_Group2"
"7",20.2797028997832,2.04339268290275,0.199718894221578,7.30241466570278,2.82648574279198e-13,9.49677837285155e-12,"Pocillopora_acuta_KBHIv2___RNAseq.g29093.t1","Up.Group3_v_Group2"
"8",156.821898545742,1.31669161838938,0.217806727680005,3.35953404866015,0.000780740298699664,0.0120250243232997,"Pocillopora_acuta_KBHIv2___RNAseq.g10129.t1","Up.Group3_v_Group2"
"9",19.919402307615,1.02430020707953,0.136424321534142,3.22037669982781,0.00128022250789824,0.0190575166292992,"Pocillopora_acuta_KBHIv2___RNAseq.g17726.t1","Up.Group3_v_Group2"
"10",22.9687455966421,1.06586521183521,0.133069137002409,3.61393123865639,0.00030158907657825,0.00493141145087564,"Pocillopora_acuta_KBHIv2___RNAseq.g11548.t1","Up.Group3_v_Group2"
"11",22.4378070605469,1.64494183365419,0.13433608297041,7.89050350058601,3.0096977352407e-15,1.12147521061149e-13,"Pocillopora_acuta_KBHIv2___RNAseq.g1301.t1","Up.Group3_v_Group2"
